Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-03-03,ABB.ST,801,3.59,-5.66,High,High,Neutral,Neutral
2026-03-03,AZN.ST,1850,9.61,-5.28,Neutral,Neutral,Neutral,Neutral
2026-03-03,INVE-B.ST,358.55,1.26,-4.73,High,High,Neutral,Neutral
2026-03-03,LUG.ST,799,28.43,-5.73,Neutral,High,Neutral,Neutral
2026-03-03,LUMI.ST,263.8,37.21,-12.2,Neutral,High,Neutral,Neutral
2026-03-03,NDA-SE.ST,167,-1.91,-8.3,High,High,Neutral,Neutral
2026-03-03,SAAB-B.ST,643.8,3.37,-4.63,Neutral,Neutral,Neutral,Neutral
2026-03-03,SEB-A.ST,183.25,-1.75,-8.56,High,High,Neutral,Neutral
2026-03-03,SHB-B.ST,228.8,-1.62,-7.73,High,High,Neutral,Neutral
2026-03-03,SWED-A.ST,332.1,-1.44,-7.96,Neutral,High,Neutral,Neutral
2026-03-03,VOLV-B.ST,331.3,-1.64,-6.91,High,High,Neutral,Neutral
