Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-06-17,ABB.ST,1012.5,1027.89,947.92,1022.97,25.71,61.44,75.21,78.04,1022.5,940.8,987.91,940.06,801.65
2026-06-17,AZN.ST,1693.5,1783.31,1645.74,1629.52,36.96,44.92,47.08,54.49,1775.5,1601.5,1714.53,1752.6,1746.3
2026-06-17,INVE-B.ST,386.25,386.54,374.99,365.9,6.07,62.48,64.92,76.06,388.85,372.25,380.76,375.73,352.17
2026-06-17,LUG.ST,601.2,617.05,517.92,522.47,27.82,53.59,44.98,58.3,613,501.2,567.48,636.29,710.51
2026-06-17,LUMI.ST,269.7,293.98,241.34,281.84,12,53.56,59.25,71.02,295.9,241.6,267.66,259.66,228.64
2026-06-17,NDA-SE.ST,181.1,181.43,172.68,172.15,2.6,66.05,61.09,70.58,181.8,172.35,177.06,173.47,171.56
2026-06-17,SAAB-B.ST,509.3,565.55,495.44,567.67,19.73,41.3,42.37,56.82,585,498.6,530.49,553.22,587.24
2026-06-17,SEB-A.ST,193.2,193.4,178.29,184.19,3,67.53,58.55,64.4,195.65,180.35,185.84,182.97,187.18
2026-06-17,SHB-B.ST,232.6,233.99,220.71,220.74,3.57,63.7,55.99,65.57,234.4,221.4,227.35,223.88,227
2026-06-17,SWED-A.ST,352.7,351.83,329.75,330.09,6.02,68.37,63.98,73,353.4,331.6,340.79,332.21,327.63
2026-06-17,VOLV-B.ST,319,331.14,308.25,333.61,8.83,50.03,52.52,58.39,332.4,305.3,319.7,319.91,312.45
