Date,Ticker,entry,target,stopLoss,shares,AdxD,PdiD,MdiD,adxAndDmiSigmal,RSITrend,PriceTrend
2026-04-13,ABB.ST,835.33,908.96,786.25,4,39.94,46.07,18.34,,WAIT FOR VOLUME,Mixed
2026-04-13,AZN.ST,1883,2001.5,1804,2,57.25,30.46,20.64,SELL,WAIT FOR VOLUME,Strong Uptrend
2026-04-13,INVE-B.ST,369.75,396.19,352.12,11,37.08,39.75,17.46,,WAIT FOR VOLUME,Mixed
2026-04-13,LUG.ST,784.6,885.46,717.36,2,49.53,38.1,10.04,,WAIT FOR VOLUME,Mixed
2026-04-13,LUMI.ST,258.13,293.17,234.78,8,51.13,42.27,9.06,,WAIT FOR VOLUME,Mixed
2026-04-13,NDA-SE.ST,170.8,183.69,162.21,23,41.88,33.71,13.52,,WAIT FOR VOLUME,Mixed
2026-04-13,SAAB-B.ST,610.37,696.27,553.1,3,34.35,11.82,25.86,SELL,WAIT FOR SETUP,Mixed
2026-04-13,SEB-A.ST,180.23,194.45,170.75,21,29.56,29.92,21.32,SELL,WAIT FOR SETUP,Mixed
2026-04-13,SHB-B.ST,222.93,245.22,208.08,13,20.77,28.79,24.96,SELL,WAIT FOR SETUP,Mixed
2026-04-13,SWED-A.ST,329.83,357.93,311.1,10,31.98,33.79,13.59,,STAY IN CASH,Mixed
2026-04-13,VOLV-B.ST,321.13,352.48,300.23,9,30.81,34.31,22.85,SELL,STAY IN CASH,Mixed
