Date,Ticker,entry,target,stopLoss,shares,AdxD,PdiD,MdiD,adxAndDmiSigmal,RSITrend,PriceTrend
2026-05-21,ABB.ST,971.73,1045.53,922.53,4,40.7,12.04,21.84,SELL,WAIT FOR VOLUME,Strong Uptrend
2026-05-21,AZN.ST,1752.17,1861.02,1679.6,2,22.61,23.22,17.15,SELL,STAY IN CASH,Mixed
2026-05-21,INVE-B.ST,374.78,397.35,359.74,13,23.02,23.71,17.77,SELL,WAIT FOR VOLUME,Strong Uptrend
2026-05-21,LUG.ST,589.6,676.56,531.63,3,47.22,9.34,33.78,SELL,WAIT FOR SETUP,Mixed
2026-05-21,LUMI.ST,254.93,290.89,230.96,8,27.14,18.04,23.41,SELL,WAIT FOR SETUP,Strong Uptrend
2026-05-21,NDA-SE.ST,176.63,185.53,170.7,33,37.94,40.79,8,BUY,WAIT FOR VOLUME,Mixed
2026-05-21,SAAB-B.ST,530.53,593.89,488.3,4,36.47,27.66,26.88,SELL,WAIT FOR SETUP,Mixed
2026-05-21,SEB-A.ST,185.33,195.24,178.73,30,36.32,32.06,7.24,BUY,WAIT FOR VOLUME,Mixed
2026-05-21,SHB-B.ST,227.73,239.73,219.73,25,46.14,41.5,7.21,BUY,WAIT FOR VOLUME,Mixed
2026-05-21,SWED-A.ST,339.63,356.09,328.66,18,45.91,44.87,7.57,BUY,WAIT FOR VOLUME,Mixed
2026-05-21,VOLV-B.ST,314.4,335.79,300.14,14,36.76,8.02,23.46,SELL,WAIT FOR SETUP,Mixed
