Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-04-20,ABB.ST,867.6,890.23,717.41,808.41,20.37,66.3,68.12,72,880,733.4,803.82,804.84,726.88
2026-04-20,AZN.ST,1852.5,1952.14,1711.66,1795.43,34.86,53.84,59.81,61.6,1925.5,1692.5,1831.9,1822.23,1695.12
2026-04-20,INVE-B.ST,381.15,390.42,331.33,357.14,8.02,64.77,66.09,74.32,385.6,326.35,360.87,361.25,332.24
2026-04-20,LUG.ST,762,814.95,632.95,673.79,29.64,53.94,54.92,69.42,790.4,596,723.95,736.51,717.8
2026-04-20,LUMI.ST,264.8,286.56,195.36,240.79,10.94,58.82,63.19,71.65,283.8,191.5,240.96,243.3,195.9
2026-04-20,NDA-SE.ST,171,178.71,154.11,163.96,3.46,53.38,53.91,67.13,175.95,153.85,166.41,170.59,166.72
2026-04-20,SAAB-B.ST,582.6,658.92,581.96,663.45,26.47,36.52,47.94,65.4,679.2,577,620.44,643.6,584.3
2026-04-20,SEB-A.ST,182.25,188.49,168.21,172.96,4.08,50.7,48.26,60.32,187,168.2,178.35,185.19,186.92
2026-04-20,SHB-B.ST,224.4,234.47,205.13,210.7,4.99,49.88,51.16,63.63,230.4,200,219.8,230.27,222.92
2026-04-20,SWED-A.ST,327.6,343.57,304.56,313.7,7.03,48.19,54.93,69.39,340.4,299.2,324.07,335.53,314.64
2026-04-20,VOLV-B.ST,323.4,335.89,287.95,297.72,9.52,52.89,55.55,59.28,332.6,276.5,311.92,327.36,298.51
