Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-04-29,ABB.ST,903.4,20.21,-5.07,Neutral,Neutral,Neutral,Neutral
2026-04-29,AZN.ST,1726,0.12,-11.25,Neutral,Neutral,Neutral,Neutral
2026-04-29,INVE-B.ST,370.95,4.7,-4.88,Neutral,Neutral,Neutral,Neutral
2026-04-29,LUG.ST,638.8,-1.32,-21.43,Neutral,Neutral,Neutral,Neutral
2026-04-29,LUMI.ST,234.6,5.06,-16.59,Neutral,Neutral,Neutral,Neutral
2026-04-29,NDA-SE.ST,171.6,4.99,-3.01,Neutral,Neutral,Neutral,Neutral
2026-04-29,SAAB-B.ST,567.7,3.99,-13.79,Neutral,Neutral,Neutral,Neutral
2026-04-29,SEB-A.ST,178.75,3,-4.58,Neutral,Neutral,Neutral,Neutral
2026-04-29,SHB-B.ST,220.8,3.5,-4.42,Neutral,Neutral,Neutral,Neutral
2026-04-29,SWED-A.ST,319.9,1.86,-5.5,High,Neutral,Neutral,Neutral
2026-04-29,VOLV-B.ST,318.3,3.86,-4.09,Neutral,Neutral,Neutral,Neutral
