Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-07-14,ABB.ST,1015.5,1062.94,982.45,965.9,28.51,51.95,66.23,75.97,1058.5,980.6,1022.69,996.18,844.71
2026-07-14,AZN.ST,1602.5,1929.2,1594.55,1804.46,65.32,34.58,42.31,49.86,1895.5,1592,1761.88,1733.98,1754.72
2026-07-14,INVE-B.ST,394.85,406.67,383.92,385.78,6.39,53.41,63.85,75.03,407.65,382.3,395.29,383.64,361.73
2026-07-14,LUG.ST,533.4,589.29,496.03,592.65,21.59,45.87,39.75,53.47,607.4,503,542.66,568.94,683.93
2026-07-14,LUMI.ST,242,266.24,211.47,252.1,9.13,49.95,52.29,63.9,280.2,215.9,238.86,252.76,236.34
2026-07-14,NDA-SE.ST,186.95,189.69,177.73,181.24,2.59,61.76,64.44,72.52,189.8,178.2,183.71,178.07,174.05
2026-07-14,SAAB-B.ST,524.4,599.65,458.36,594.82,25.23,45.95,45.82,58.08,630,480.9,529.01,531.05,591.1
2026-07-14,SEB-A.ST,203.8,203.86,187.48,192.6,2.71,71.07,65,67.89,203.8,189.2,195.67,188.21,188.73
2026-07-14,SHB-B.ST,236.2,239.13,230.77,230.22,3.46,56.75,57.78,66.12,241.2,229.6,234.95,228.16,229.53
2026-07-14,SWED-A.ST,366.6,371.7,349.37,353.33,5.05,61.67,68.05,74.62,370.6,344.1,360.54,344.62,335.83
2026-07-14,VOLV-B.ST,337.1,344.65,313.5,319.83,7.43,59.01,59.91,62.12,345,314.2,329.08,323.29,319.58
