Date,Ticker,entry,target,stopLoss,shares,AdxD,PdiD,MdiD,adxAndDmiSigmal,RSITrend,PriceTrend
2026-06-09,ABB.ST,980.87,1044.32,938.57,4,32.38,14.23,33.27,SELL,WAIT FOR SETUP,Mixed
2026-06-09,AZN.ST,1721,1824.39,1652.07,2,29.66,29.47,40.88,SELL,WAIT FOR SETUP,Mixed
2026-06-09,INVE-B.ST,381.47,397.68,370.66,18,19.53,14.26,21.48,SELL,WAIT FOR VOLUME,Strong Uptrend
2026-06-09,LUG.ST,535.73,606.12,488.81,4,28.7,18.62,42.78,SELL,WAIT FOR SETUP,Mixed
2026-06-09,LUMI.ST,260.13,291.83,239,9,38.85,16.58,40.81,SELL,ACCUMULATE (BUY DIP),Mixed
2026-06-09,NDA-SE.ST,174.97,182.17,170.17,41,31.63,14.6,29.5,SELL,WAIT FOR SETUP,Strong Uptrend
2026-06-09,SAAB-B.ST,535,593.11,496.26,5,21.1,18.42,22.6,SELL,WAIT FOR SETUP,Mixed
2026-06-09,SEB-A.ST,183.68,191.98,178.15,36,22.16,24.01,23.31,SELL,WAIT FOR SETUP,Mixed
2026-06-09,SHB-B.ST,224.27,235.11,217.04,27,28,12.27,22.75,SELL,WAIT FOR SETUP,Mixed
2026-06-09,SWED-A.ST,336.53,351.32,326.68,20,27.9,11.78,20.1,SELL,WAIT FOR SETUP,Strong Uptrend
2026-06-09,VOLV-B.ST,324.1,345.46,309.86,14,22.77,21.81,26.14,SELL,WAIT FOR SETUP,Strong Uptrend
