Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-04-09,ABB.ST,819.6,10.9,-0.56,Neutral,Neutral,Neutral,Neutral
2026-04-09,AZN.ST,1891,12.1,-1.39,Neutral,Neutral,Neutral,Neutral
2026-04-09,INVE-B.ST,367.15,9.64,-0.42,Neutral,Neutral,Neutral,Neutral
2026-04-09,LUG.ST,753.8,19.52,-4.77,Neutral,Neutral,Neutral,Neutral
2026-04-09,LUMI.ST,254.7,27.26,-1.16,Neutral,Neutral,Neutral,Neutral
2026-04-09,NDA-SE.ST,167.65,8.08,-4.49,Neutral,Neutral,Neutral,Neutral
2026-04-09,SAAB-B.ST,610,4.4,-13.95,Neutral,Neutral,Neutral,Neutral
2026-04-09,SEB-A.ST,177.5,5.77,-6.18,Neutral,Neutral,Neutral,Neutral
2026-04-09,SHB-B.ST,218.8,7.76,-8.83,Neutral,Neutral,Neutral,Neutral
2026-04-09,SWED-A.ST,322.5,6.16,-6.73,Neutral,Neutral,Neutral,Neutral
2026-04-09,VOLV-B.ST,316.3,11.06,-6,Neutral,Neutral,Neutral,Neutral
