Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-06-24,ABB.ST,1040,1046.03,942.06,963.96,24.64,65.48,77.12,78.93,1043,940.8,994.05,953.56,808.96
2026-06-24,AZN.ST,1762.5,1774.92,1642.93,1636.12,42.11,57.5,52.92,57.32,1769.5,1601.5,1708.92,1742.54,1748.37
2026-06-24,INVE-B.ST,390.8,390.39,373.78,372.95,5.92,65.06,66.35,76.71,391.75,372.9,382.09,377.25,353.69
2026-06-24,LUG.ST,519.2,610.62,506.36,597.65,26.06,38.28,37.8,52.35,613,501.2,558.49,618.52,706.07
2026-06-24,LUMI.ST,237,296.77,232.68,272.03,11.82,38.21,50.91,63.48,295.9,236.5,264.73,259.3,230.68
2026-06-24,NDA-SE.ST,180.8,182.43,172.43,174.47,2.72,62.65,60.87,70.47,184.15,172.35,177.43,174.25,171.98
2026-06-24,SAAB-B.ST,489.3,567.14,483.99,553.12,17.92,35.76,40.25,54.86,585,486.5,525.56,545.59,586.88
2026-06-24,SEB-A.ST,191.9,195.79,177.59,185.2,2.9,61.77,56.63,63.91,195.7,180.35,186.69,183.83,187.4
2026-06-24,SHB-B.ST,233.4,235.61,220.03,224.18,3.46,62.8,56.45,65.75,236.4,221.4,227.82,224.7,227.48
2026-06-24,SWED-A.ST,354.1,357.49,327.36,340.11,5.68,66.91,64,73.21,360.2,331.6,342.43,334.16,328.9
2026-06-24,VOLV-B.ST,316.9,330.93,309.07,333.61,7.69,47.98,51.28,57.85,332.4,305.3,320,319.75,313.58
