Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-05-19,ABB.ST,959,1013.14,861.26,913.42,22.71,61.7,72.84,75.99,992.8,863.8,937.2,853,761.02
2026-05-19,AZN.ST,1744,1827.22,1645.53,1788.88,39,48.7,51.15,56.7,1869,1657,1736.38,1783.15,1727.26
2026-05-19,INVE-B.ST,369.2,384.16,360.41,360.61,7.35,50.42,59.3,71.94,387.05,358,372.29,363.47,342.52
2026-05-19,LUG.ST,588.8,742.93,559.09,678.44,29.19,34.06,41.41,57.12,777.2,586.2,651.01,698.77,723.41
2026-05-19,LUMI.ST,256.7,278.34,224.23,240.84,12.39,52.41,58.61,70.65,280.1,227.7,251.28,243.35,211.7
2026-05-19,NDA-SE.ST,173.75,173.74,167.8,164.64,2.8,59.09,55.91,67.98,175,167.5,170.77,168.67,169.01
2026-05-19,SAAB-B.ST,516.7,615.89,482.99,554.74,21.12,38.09,42.04,58.27,598,475.9,549.44,604.7,584.15
2026-05-19,SEB-A.ST,182.6,183.59,177.23,172.96,3.28,54.52,49.52,59.87,185.45,176.9,180.41,180.48,186.6
2026-05-19,SHB-B.ST,223.6,227,213.34,210.89,3.89,55.09,51.3,63.07,228.2,213,220.17,222.61,224.83
2026-05-19,SWED-A.ST,331.9,330.85,317.82,313.7,5.83,58.56,57,69.72,332.1,311.5,324.34,326.57,320.34
2026-05-19,VOLV-B.ST,313.4,328.61,310.94,306.4,7.01,44.11,50.75,56.88,334.9,310.4,319.78,317.34,304.37
