Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-05-04,ABB.ST,933.2,957.6,777,864.94,21.71,72.91,74.98,74.97,941,761.2,867.3,823.14,741.58
2026-05-04,AZN.ST,1711,1948.08,1691.57,1824.36,35.57,33.08,48.16,55.25,1925.5,1692.5,1819.83,1814.05,1713.32
2026-05-04,INVE-B.ST,369.8,388.67,357.83,360.61,6.27,50.77,60.29,72.21,387.05,353.95,373.25,363.46,337.62
2026-05-04,LUG.ST,604.6,825.8,610.31,690.46,25.63,30.5,42.61,58.28,790.4,594.2,718.05,730.82,722.28
2026-05-04,LUMI.ST,231.8,280.98,223.44,262.48,10.14,41.59,54.2,67.11,283.8,227.7,252.21,246.54,203.8
2026-05-04,NDA-SE.ST,171.3,175.93,166.18,163.96,2.8,52.69,53.9,66.58,175.95,163.65,171.05,169.71,167.94
2026-05-04,SAAB-B.ST,569.8,647.37,541.19,624.24,20.37,39.89,46.73,63.73,659.4,543.5,594.28,630.18,586.69
2026-05-04,SEB-A.ST,179.75,186.61,175.47,172.96,3.04,46.94,46.61,58.3,187,174.7,181.04,182.8,186.86
2026-05-04,SHB-B.ST,220,229.45,216.63,210.89,3.76,45.1,48.74,61.81,229.6,215.2,223.04,227,224.28
2026-05-04,SWED-A.ST,323,338.22,315.08,313.7,5.64,45.03,52.39,67.87,339.2,311.5,326.65,330.79,317.53
2026-05-04,VOLV-B.ST,318.2,330.86,309.21,297.72,6.65,49.22,53.32,58.06,332.6,306.2,320.04,322.76,301.17
