Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-06-04,ABB.ST,1006.5,1023.11,949.35,948.32,23.34,63.23,78.27,77.83,1022.5,939.8,986.23,902.52,785
2026-06-04,AZN.ST,1706,1783.69,1650.56,1739.55,35.04,45.37,48.06,55.09,1775.5,1601.5,1717.13,1768.97,1737.17
2026-06-04,INVE-B.ST,380.7,389.15,361.6,365.31,5.85,56.01,63.17,75.2,387.85,358,375.38,370.13,348.28
2026-06-04,LUG.ST,589.6,652.43,552.97,634.55,19.39,41.62,42,57.37,681.4,556,602.7,662.65,716.43
2026-06-04,LUMI.ST,288.5,293.72,242.33,257.92,9.92,63.3,64.61,74.4,295.9,246.4,268.03,252.93,222.02
2026-06-04,NDA-SE.ST,176.1,182.1,166.47,171.78,2.64,56,57.02,68.05,181.8,167.5,174.28,170.65,170.62
2026-06-04,SAAB-B.ST,525.8,575.27,481.21,514.65,21.06,43.89,44.17,58.54,588.9,475.9,528.24,572.35,587.05
2026-06-04,SEB-A.ST,181.8,188.97,176.69,179.57,2.94,47.96,48.48,58.93,190.9,177.5,182.83,180.58,186.83
2026-06-04,SHB-B.ST,224.4,234.82,212.1,219.38,4.04,50,51.15,62.71,233.8,213,223.46,221.72,225.93
2026-06-04,SWED-A.ST,334.6,350.35,316.62,329.61,5.44,51.54,56.26,68.37,349.8,318.5,333.49,327.73,324.5
2026-06-04,VOLV-B.ST,325.8,331.44,309.2,306.4,7.46,54.68,55.92,60.17,334.9,307.9,320.32,317.44,309.07
