Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-09-10,ABB.ST,927.8,979.23,902.29,971.73,21.36,45.35,51.85,67.21,986.2,903.6,940.76,958.29,912.3
2026-09-10,AZN.ST,1516,1612.41,1486.04,1618.15,32.89,39.58,39.93,47.82,1612,1470.5,1549.22,1608.36,1720.93
2026-09-10,INVE-B.ST,403.8,418.44,403.52,419.57,4.76,40.52,58.55,75.52,420.15,401.35,410.98,407.83,382.8
2026-09-10,LUG.ST,647,742.96,599.56,729.24,24.09,48.99,51.74,59.22,730,599,671.26,601.98,643.81
2026-09-10,LUMI.ST,244.5,271.29,234.84,242.23,10.91,45.39,50.84,63.44,272.9,235.5,253.07,246.26,247.97
2026-09-10,NDA-SE.ST,198.7,200.59,187.67,190.62,2.73,64.73,71.5,76.35,199.8,187.8,194.13,191.38,179.13
2026-09-10,SAAB-B.ST,579.8,712.7,559.99,628.21,16.15,33,49.05,59.83,702.3,566.4,636.35,608.35,595.16
2026-09-10,SEB-A.ST,226.9,228.06,216.75,217.39,2.93,63.27,72.69,74.6,227.1,216.2,222.4,217.2,195.79
2026-09-10,SHB-B.ST,236.2,237.66,228.34,238.98,3.2,57.82,56.56,65.28,237.6,227.6,233,232.64,229.61
2026-09-10,SWED-A.ST,384.8,387.71,367.36,370.05,5.17,61.21,68.01,76.86,388.6,366.2,377.54,374.42,349.19
2026-09-10,VOLV-B.ST,340.7,352.29,335.95,357.28,6.59,43.92,54.34,59.49,354.4,334.2,344.12,347,331.69
