Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-06-23,ABB.ST,1030,9.07,-1.03,Neutral,Neutral,Neutral,Neutral
2026-06-23,AZN.ST,1734,5.53,-2.25,Neutral,Neutral,Neutral,Neutral
2026-06-23,INVE-B.ST,388.45,3.79,-0.27,Neutral,Neutral,Neutral,Neutral
2026-06-23,LUG.ST,531,3.56,-13.11,Neutral,Neutral,Neutral,Neutral
2026-06-23,LUMI.ST,242.4,2.22,-17.85,Neutral,Neutral,Neutral,Neutral
2026-06-23,NDA-SE.ST,183.75,6.76,0.42,Neutral,Neutral,Neutral,Neutral
2026-06-23,SAAB-B.ST,505.8,3.28,-10.71,Neutral,Neutral,Neutral,Neutral
2026-06-23,SEB-A.ST,194.55,9.6,-0.67,Neutral,Neutral,Neutral,Neutral
2026-06-23,SHB-B.ST,236.4,7.52,0.23,Neutral,Neutral,Neutral,Neutral
2026-06-23,SWED-A.ST,359.1,9.7,0.54,Neutral,Neutral,Neutral,Neutral
2026-06-23,VOLV-B.ST,316.7,2.39,-4.36,Neutral,Neutral,Neutral,Neutral
