Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-08-19,ABB.ST,949,994.83,913.37,996.56,21.97,44.43,55.23,68.57,990.2,897.4,954.1,983.08,887.89
2026-08-19,AZN.ST,1553,1710.81,1422.79,1624.94,48.75,45.67,41.72,48.66,1699,1467,1566.8,1667.43,1734.68
2026-08-19,INVE-B.ST,410.2,428.5,397.74,407.07,4.69,51.45,64.2,80.1,426.8,394.3,413.12,400.46,375.25
2026-08-19,LUG.ST,649.8,661.27,512.05,564.58,28.07,63.42,53.98,59.89,652.2,527.4,586.66,558.33,654.99
2026-08-19,LUMI.ST,244.1,263.44,231.95,224.64,10.57,48.7,51.98,64.82,265.3,231.3,247.7,244.11,245.14
2026-08-19,NDA-SE.ST,188.75,194.38,188.49,185.94,2.34,47.65,62.56,71.86,195.4,188.05,191.43,186.19,177.16
2026-08-19,SAAB-B.ST,675.9,708.17,561.97,624.99,21.47,68.85,61.89,67.41,702.3,567,635.07,572.09,604.75
2026-08-19,SEB-A.ST,217.5,226.97,215.48,216.12,3.14,52.43,66.61,70.88,228,214.8,221.22,206.21,193.15
2026-08-19,SHB-B.ST,229,236.68,227.36,239.62,3.24,42.52,50.98,63.09,237.6,226.6,232.02,232.06,230.03
2026-08-19,SWED-A.ST,372.2,389.9,367.49,370.7,5,46.67,63.22,74.42,390.5,365.7,378.69,367.04,346.26
2026-08-19,VOLV-B.ST,338.2,374.9,332.84,358.49,6.4,40.25,54.54,59.81,374.5,337.1,353.87,338.23,328.59
