Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-08-19,ABB.ST,951,4.1,-4.41,Neutral,Neutral,Neutral,Neutral
2026-08-19,AZN.ST,1529.5,7.65,-10.58,Neutral,Neutral,Neutral,Neutral
2026-08-19,INVE-B.ST,411.45,3.42,-3.98,Neutral,Neutral,Neutral,Neutral
2026-08-19,LUG.ST,604,17.28,-7.6,Neutral,Neutral,Neutral,Neutral
2026-08-19,LUMI.ST,236.9,3.08,-9.88,Neutral,Neutral,Neutral,Neutral
2026-08-19,NDA-SE.ST,190.85,1.04,-1.68,Neutral,Neutral,Neutral,Neutral
2026-08-19,SAAB-B.ST,690.3,22.68,-2.77,Neutral,Neutral,Neutral,Neutral
2026-08-19,SEB-A.ST,219.2,1.39,-3.42,Neutral,Neutral,Neutral,Neutral
2026-08-19,SHB-B.ST,231,1.32,-2.36,Neutral,Neutral,Neutral,Neutral
2026-08-19,SWED-A.ST,377.1,2.44,-3.25,Neutral,Neutral,Neutral,Neutral
2026-08-19,VOLV-B.ST,339.9,2.02,-9.3,Neutral,Neutral,Neutral,Neutral
