Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-07-16,ABB.ST,952.2,-1.71,-11.04,High,High,High,High
2026-07-16,AZN.ST,1630.5,3.38,-15.79,Neutral,Neutral,Neutral,Neutral
2026-07-16,INVE-B.ST,394.25,1.87,-2.73,Neutral,Neutral,Neutral,Neutral
2026-07-16,LUG.ST,512.4,2.17,-9.81,Neutral,Neutral,Neutral,Neutral
2026-07-16,LUMI.ST,233,6.91,-7.8,Neutral,Neutral,Neutral,Neutral
2026-07-16,NDA-SE.ST,186.8,4.5,-1.66,High,High,High,Neutral
2026-07-16,SAAB-B.ST,514.6,11.78,-14.19,Neutral,Neutral,Neutral,Neutral
2026-07-16,SEB-A.ST,215.7,17.01,2.15,Neutral,High,Neutral,Neutral
2026-07-16,SHB-B.ST,226.4,-0.87,-5.89,Neutral,Neutral,Neutral,Neutral
2026-07-16,SWED-A.ST,373.2,5.96,0.12,High,High,Neutral,Neutral
2026-07-16,VOLV-B.ST,340.7,7.85,-1.63,Neutral,Neutral,Neutral,Neutral
