Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-04-21,ABB.ST,867.6,897.82,720.36,813.61,20.16,66.26,68.12,72,880,733.4,809.09,806.64,728.24
2026-04-21,AZN.ST,1801.5,1947.32,1723.73,1795.43,34.25,43.76,55.15,58.95,1925.5,1692.5,1835.53,1823.7,1697.03
2026-04-21,INVE-B.ST,383.6,392.41,333.96,360.61,7.97,66.48,67.44,74.67,387.05,326.35,363.18,361.69,332.89
2026-04-21,LUG.ST,731,812.45,643.55,673.79,30.89,48.18,52.11,68.14,790.4,596,728,737.55,718.53
2026-04-21,LUMI.ST,256.2,286.43,200.61,240.79,11.34,54.01,60.7,70.79,283.8,191.5,243.52,244.05,196.87
2026-04-21,NDA-SE.ST,170.75,179.08,154.23,163.96,3.3,52.91,53.69,67.03,175.95,153.85,166.66,170.44,166.86
2026-04-21,SAAB-B.ST,568,659.43,574.71,651.02,25.79,33.47,46.2,63.69,663.8,566.7,617.07,641.97,584.58
2026-04-21,SEB-A.ST,183.25,189.01,168.25,172.96,3.83,52.37,49.1,60.72,187,168.2,178.63,184.91,186.95
2026-04-21,SHB-B.ST,225.2,234.97,205.25,210.73,4.61,50.83,51.61,63.81,229.6,200,220.11,229.95,223.12
2026-04-21,SWED-A.ST,328.9,343.75,304.58,313.7,6.35,49.4,55.67,69.62,339.2,299.2,324.17,335.02,315.03
2026-04-21,VOLV-B.ST,320.5,335.03,291.99,297.72,9.55,51.01,54.36,58.8,332.6,276.5,313.51,326.85,298.81
