Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-08-26,ABB.ST,936.6,993.11,911.51,994.02,18.61,42.66,53.4,68.37,990.2,897.4,952.31,980.05,897.47
2026-08-26,AZN.ST,1604,1657.92,1439.98,1621.81,32.82,53.53,45.34,50.62,1699,1467,1548.95,1653,1729.43
2026-08-26,INVE-B.ST,413.9,426.21,404.27,407.33,4,56.56,66.1,80.51,426.8,406,415.24,404.14,377.93
2026-08-26,LUG.ST,727.6,726.06,504.62,649.36,25.96,73.95,60.66,63.38,730,527.4,615.34,571.19,648.83
2026-08-26,LUMI.ST,265.6,268.16,230.48,235.43,9.54,62.1,56.97,67.35,266.5,231.3,249.32,243.58,246.06
2026-08-26,NDA-SE.ST,194.15,194.4,188.47,186.52,2.23,61.51,68.62,75.2,195.4,187.8,191.43,188.04,177.68
2026-08-26,SAAB-B.ST,629.4,708.34,582.16,625.56,19.71,49.18,55.35,64.92,702.3,583.3,645.25,584.54,601.5
2026-08-26,SEB-A.ST,221.4,226.76,216.66,216.42,2.97,58.22,69.86,72.71,228,216.2,221.71,210.19,193.91
2026-08-26,SHB-B.ST,230.2,236.4,228.22,238.98,3.23,46.82,51.74,63.57,237.6,227.6,232.31,232.5,229.74
2026-08-26,SWED-A.ST,372.4,389.52,368.15,384.99,4.84,47.97,63.29,74.5,390.5,366.2,378.83,369.35,346.98
2026-08-26,VOLV-B.ST,350.7,374.67,330.05,357.28,5.37,54.89,59.64,62.91,374.5,336.8,352.36,342.02,330.11
