Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-04-07,ABB.ST,776,4.44,-4.59,Neutral,Neutral,Neutral,Neutral
2026-04-07,AZN.ST,1894,11.9,0.05,Neutral,Neutral,Neutral,Neutral
2026-04-07,INVE-B.ST,359.3,6.68,-1.46,Neutral,Neutral,Neutral,Neutral
2026-04-07,LUG.ST,736,17.39,-7.82,Neutral,Neutral,Neutral,Neutral
2026-04-07,LUMI.ST,233.8,15.64,-7.16,Neutral,Neutral,Neutral,Neutral
2026-04-07,NDA-SE.ST,165.45,6.63,-5.64,Neutral,Neutral,Neutral,Neutral
2026-04-07,SAAB-B.ST,641.2,8.26,-10.21,Neutral,Neutral,Neutral,Neutral
2026-04-07,SEB-A.ST,176.3,5.16,-7.51,Neutral,Neutral,Neutral,Neutral
2026-04-07,SHB-B.ST,218.6,7.56,-9.96,Neutral,Neutral,Neutral,Neutral
2026-04-07,SWED-A.ST,320.2,5.27,-7.97,Neutral,Neutral,Neutral,Neutral
2026-04-07,VOLV-B.ST,310.7,9.12,-7.9,Neutral,Neutral,Neutral,Neutral
