Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-06-26,ABB.ST,1020.5,8.68,-3.99,Neutral,High,Neutral,Neutral
2026-06-26,AZN.ST,1791,9.98,-0.47,Neutral,Neutral,Neutral,Neutral
2026-06-26,INVE-B.ST,392.3,5.47,-1.01,Neutral,Neutral,Neutral,Neutral
2026-06-26,LUG.ST,525,5.4,-13.65,Neutral,Neutral,Neutral,Neutral
2026-06-26,LUMI.ST,228.2,3.41,-23.84,Neutral,Neutral,Neutral,Neutral
2026-06-26,NDA-SE.ST,179.75,4.55,-2.18,Neutral,Neutral,Neutral,Neutral
2026-06-26,SAAB-B.ST,482.15,1.01,-13.29,Neutral,Neutral,Neutral,Neutral
2026-06-26,SEB-A.ST,190.05,6.93,-3.69,Neutral,Neutral,Neutral,Neutral
2026-06-26,SHB-B.ST,234.2,6.61,-1.54,Neutral,Neutral,Neutral,Neutral
2026-06-26,SWED-A.ST,358.9,10,-1.33,Neutral,Neutral,Neutral,Neutral
2026-06-26,VOLV-B.ST,327.8,6.17,-1.35,Neutral,Neutral,Neutral,Neutral
