Date,Ticker,entry,target,stopLoss,shares,AdxD,PdiD,MdiD,adxAndDmiSigmal,RSITrend,PriceTrend
2026-06-18,ABB.ST,1033.67,1113.83,980.22,3,39.74,44.11,7.64,BUY,WAIT FOR VOLUME,Strong Uptrend
2026-06-18,AZN.ST,1690.83,1807.94,1612.76,2,23.76,20.96,21.65,SELL,WAIT FOR SETUP,Mixed
2026-06-18,INVE-B.ST,389.93,408.51,377.55,16,31.95,29.16,9.91,BUY,STRONG BUY / HOLD,Strong Uptrend
2026-06-18,LUG.ST,586.67,669.48,531.45,3,29,36.47,33.23,SELL,WAIT FOR SETUP,Mixed
2026-06-18,LUMI.ST,264.33,301.34,239.66,8,29.51,32.59,33.25,SELL,WAIT FOR SETUP,Mixed
2026-06-18,NDA-SE.ST,182,190.37,176.42,35,44.65,37.12,7.59,BUY,STRONG BUY / HOLD,Strong Uptrend
2026-06-18,SAAB-B.ST,511.1,571.91,470.56,4,35.74,7.01,28.79,ACCUMULATE,WAIT FOR SETUP,Mixed
2026-06-18,SEB-A.ST,194.58,203.82,188.43,32,53.05,40.56,5.68,,STRONG BUY / HOLD,Mixed
2026-06-18,SHB-B.ST,233.87,244.75,226.61,27,45.98,38.49,9.67,BUY,STRONG BUY / HOLD,Mixed
2026-06-18,SWED-A.ST,356.5,375.14,344.07,16,57.58,48.02,3.63,BUY,STRONG BUY / HOLD,Strong Uptrend
2026-06-18,VOLV-B.ST,320.6,346.98,303.01,11,14.65,18.19,20.33,SELL,WAIT FOR SETUP,Mixed
