Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-06-15,ABB.ST,974.8,3.58,-4.97,Neutral,Neutral,Neutral,Neutral
2026-06-15,AZN.ST,1669.5,0.95,-6.66,Neutral,Neutral,High,High
2026-06-15,INVE-B.ST,382.85,3.1,-1.14,Neutral,Neutral,Neutral,Neutral
2026-06-15,LUG.ST,572.4,10.4,-6.96,Neutral,Neutral,Neutral,Neutral
2026-06-15,LUMI.ST,268.5,12.28,-8.47,Neutral,Neutral,Neutral,Neutral
2026-06-15,NDA-SE.ST,179.7,4.3,-0.52,Neutral,Neutral,Neutral,Neutral
2026-06-15,SAAB-B.ST,502.9,0.79,-10.89,High,Neutral,Neutral,Neutral
2026-06-15,SEB-A.ST,192.75,7.83,0.98,Neutral,Neutral,High,High
2026-06-15,SHB-B.ST,231.4,4.92,-0.58,High,Neutral,Neutral,Neutral
2026-06-15,SWED-A.ST,345.8,5,-0.88,High,High,High,High
2026-06-15,VOLV-B.ST,320.2,4.49,-3.39,Neutral,Neutral,Neutral,Neutral
