Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-03-19,ABB.ST,776.8,1.58,-8.08,Neutral,Neutral,Neutral,Neutral
2026-03-19,AZN.ST,1760.5,1.22,-7.4,Neutral,Neutral,Neutral,Neutral
2026-03-19,INVE-B.ST,344.6,0.6,-9.12,Neutral,Neutral,Neutral,Neutral
2026-03-19,LUG.ST,671.5,-1.36,-21.35,Neutral,Neutral,Neutral,Neutral
2026-03-19,LUMI.ST,211.8,2.47,-29.66,Neutral,Neutral,Neutral,Neutral
2026-03-19,NDA-SE.ST,169.35,3.37,-5.99,Neutral,Neutral,Neutral,Neutral
2026-03-19,SAAB-B.ST,684.6,8.79,-2.56,Neutral,Neutral,Neutral,Neutral
2026-03-19,SEB-A.ST,182.25,2.16,-7.71,Neutral,Neutral,Neutral,Neutral
2026-03-19,SHB-B.ST,227.4,0.76,-7.46,Neutral,Neutral,Neutral,Neutral
2026-03-19,SWED-A.ST,333.9,2.21,-5.47,Neutral,Neutral,Neutral,Neutral
2026-03-19,VOLV-B.ST,300.9,-1.51,-17.14,Neutral,Neutral,Neutral,Neutral
