Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-07-09,ABB.ST,1014,1071.89,963.23,965.9,29.59,51.35,67.36,75.8,1058.5,948.6,1017.56,990.27,838.16
2026-07-09,AZN.ST,1711,1915.32,1626.03,1895.68,63.21,43.1,48.2,54.14,1895.5,1656,1770.67,1739.49,1756.8
2026-07-09,INVE-B.ST,396.8,409.33,377.1,385.78,6.49,55.85,65.14,75.87,407.65,374.95,393.21,382.32,360.28
2026-07-09,LUG.ST,542.8,592.71,496.95,592.65,22.61,47.57,40.54,54.03,607.4,503,544.83,575.14,689.11
2026-07-09,LUMI.ST,231.8,272.96,210.66,252.1,10.46,43.98,49.51,62.45,280.2,215.9,241.81,252.44,235.05
2026-07-09,NDA-SE.ST,185.95,189.67,175.24,181.24,2.69,60.29,63.94,72.17,189.8,173.65,182.46,177.25,173.69
2026-07-09,SAAB-B.ST,564,598.37,455.88,539.97,25.42,57.68,50.46,60.9,630,480.9,527.12,532.83,589.9
2026-07-09,SEB-A.ST,201.2,201.98,185.46,192.6,2.53,69.7,63.27,67.03,201.8,183.1,193.72,186.94,188.47
2026-07-09,SHB-B.ST,236.8,240.27,227.75,230.22,3.36,58.89,58.49,66.26,241.2,223,234.01,227.45,229.29
2026-07-09,SWED-A.ST,368.7,373.03,342.14,353.33,4.76,66.67,69.55,74.91,370.6,336.6,357.59,342.13,334.57
2026-07-09,VOLV-B.ST,334.4,343.06,308.71,319.83,7.53,57.31,58.42,61.65,345,308.1,325.89,322.26,318.52
