Date,Ticker,entry,target,stopLoss,shares,AdxD,PdiD,MdiD,adxAndDmiSigmal,RSITrend,PriceTrend
2026-03-13,ABB.ST,801.53,871.3,755.02,4,24.3,27.66,24.98,SELL,WAIT FOR SETUP,Mixed
2026-03-13,AZN.ST,1799.67,1913.02,1724.1,2,37.96,16.27,30.4,SELL,ACCUMULATE (BUY DIP),Mixed
2026-03-13,INVE-B.ST,353.98,380.21,336.5,11,35.48,19.79,43.02,ACCUMULATE,ACCUMULATE (BUY DIP),Mixed
2026-03-13,LUG.ST,753.5,877.36,670.93,2,18.9,21.44,28.41,SELL,WAIT FOR SETUP,Mixed
2026-03-13,LUMI.ST,244.4,294.46,211.03,5,25.17,25.54,36.25,SELL,ACCUMULATE (BUY DIP),Mixed
2026-03-13,NDA-SE.ST,168.82,180.93,160.74,24,33.84,19.08,31.59,SELL,WAIT FOR SETUP,Mixed
2026-03-13,SAAB-B.ST,687.9,779.04,627.14,3,38.38,26.93,11.44,,WAIT FOR VOLUME,Mixed
2026-03-13,SEB-A.ST,183.57,195.44,175.65,25,35.43,17.33,36.6,ACCUMULATE,WAIT FOR SETUP,Mixed
2026-03-13,SHB-B.ST,230.67,249.18,218.32,16,32.69,15.9,36.3,ACCUMULATE,WAIT FOR SETUP,Mixed
2026-03-13,SWED-A.ST,331.8,356.27,315.49,12,36.08,15.41,35.45,ACCUMULATE,WAIT FOR SETUP,Mixed
2026-03-13,VOLV-B.ST,330.03,355.79,312.86,11,41.41,16.82,29.96,SELL,WAIT FOR SETUP,Mixed
