Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-03-05,ABB.ST,798.8,844.81,781.93,792.53,15.99,52.3,65.98,72.04,845.4,767.6,813.37,750.44,694.9
2026-03-05,AZN.ST,1853,1942.85,1725.35,1766.85,34.61,58.39,65.6,61.33,1915,1679.5,1834.1,1753.6,1631.24
2026-03-05,INVE-B.ST,366.7,376,356.05,379.38,6.64,56.35,68.72,74.76,378.55,354.75,366.02,349.65,318.65
2026-03-05,LUG.ST,800.5,856.32,638.23,743.79,39.46,56.97,59.91,75.64,916.5,658,747.27,758.94,683.39
2026-03-05,LUMI.ST,261.6,302.59,199.39,255.07,15.66,55.16,71.72,77.96,301.8,210.8,250.99,230.86,169.66
2026-03-05,NDA-SE.ST,171.45,181.82,169.38,178.66,3.5,43.08,55.31,73.54,180.35,165.15,175.6,175.73,162.77
2026-03-05,SAAB-B.ST,654.4,676.72,623.87,694.33,24.59,50.79,60.91,74.76,710,608.7,650.3,649.46,560.71
2026-03-05,SEB-A.ST,186.05,199.87,184.89,196.71,3.6,39.16,48.75,65.64,198.65,182.35,192.38,195.41,186.09
2026-03-05,SHB-B.ST,236.8,246.68,233.2,228.88,5.87,48.39,58.46,72.59,247.6,227.2,239.94,236.19,218.03
2026-03-05,SWED-A.ST,338,358.52,336.01,357.03,7.06,43.68,63.64,76.42,357.9,330.1,347.26,340.75,302.82
2026-03-05,VOLV-B.ST,339.2,355.42,335.83,356.3,6.16,50.57,67.03,65.62,354,329.5,345.63,325.37,292.57
