Date,Ticker,entry,target,stopLoss,shares,AdxD,PdiD,MdiD,adxAndDmiSigmal,RSITrend,PriceTrend
2026-06-26,ABB.ST,1033.33,1117.44,977.26,3,46.31,25.32,19.11,SELL,WAIT FOR SETUP,Strong Uptrend
2026-06-26,AZN.ST,1822.67,1946.31,1740.24,2,49.49,44.79,5.56,,WAIT FOR VOLUME,Mixed
2026-06-26,INVE-B.ST,395.28,414.72,382.33,15,51.1,33.65,10.58,,WAIT FOR VOLUME,Strong Uptrend
2026-06-26,LUG.ST,533.13,608.95,482.59,3,31.79,22.89,37.61,SELL,WAIT FOR SETUP,Mixed
2026-06-26,LUMI.ST,232.43,267.08,209.33,8,42.45,15.19,43.01,SELL,WAIT FOR SETUP,Mixed
2026-06-26,NDA-SE.ST,180.07,188.58,174.39,35,30.74,22.86,21.53,SELL,WAIT FOR VOLUME,Strong Uptrend
2026-06-26,SAAB-B.ST,488.67,546.44,450.15,5,41.77,8.42,22.38,SELL,WAIT FOR SETUP,Mixed
2026-06-26,SEB-A.ST,190.6,199.32,184.79,34,35.08,17.88,26,SELL,WAIT FOR VOLUME,Mixed
2026-06-26,SHB-B.ST,234.27,244.94,227.15,28,30.68,21.78,17.93,SELL,WAIT FOR VOLUME,Mixed
2026-06-26,SWED-A.ST,358.3,376.15,346.4,16,59.16,38.42,10.33,SELL,WAIT FOR VOLUME,Strong Uptrend
2026-06-26,VOLV-B.ST,328,354.08,310.61,11,30.01,29.85,7.55,,WAIT FOR SETUP,Strong Uptrend
