Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-07-14,ABB.ST,997,2.25,-6.48,Neutral,Neutral,Neutral,Neutral
2026-07-14,AZN.ST,1619,0.97,-15.88,Neutral,Neutral,Neutral,Neutral
2026-07-14,INVE-B.ST,389.55,2.01,-4.36,Neutral,Neutral,Neutral,Neutral
2026-07-14,LUG.ST,526.6,6.09,-11.16,Neutral,Neutral,Neutral,Neutral
2026-07-14,LUMI.ST,237.2,12.94,-12.31,Neutral,Neutral,Neutral,Neutral
2026-07-14,NDA-SE.ST,183.55,3.53,-3,Neutral,Neutral,Neutral,Neutral
2026-07-14,SAAB-B.ST,520.9,14.26,-13.05,Neutral,Neutral,Neutral,Neutral
2026-07-14,SEB-A.ST,198.05,5.43,-2.06,Neutral,Neutral,Neutral,Neutral
2026-07-14,SHB-B.ST,233.2,1.3,-2.47,Neutral,Neutral,Neutral,Neutral
2026-07-14,SWED-A.ST,358.8,3.44,-3.49,Neutral,Neutral,Neutral,Neutral
2026-07-14,VOLV-B.ST,335,7.14,-2.55,Neutral,Neutral,Neutral,Neutral
