Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-06-10,ABB.ST,949.4,1025.05,944.73,948.32,22.96,45.13,67.61,72.64,1022.5,939.8,984.89,917.84,792.12
2026-06-10,AZN.ST,1719.5,1786.25,1661.95,1629.52,34.61,47.89,49.1,55.69,1775.5,1601.5,1724.1,1768.47,1741.78
2026-06-10,INVE-B.ST,375.4,389.64,364.5,365.31,5.59,48.74,59.92,72.74,387.85,358,377.07,372.87,349.94
2026-06-10,LUG.ST,505.2,636.32,517.02,585.77,23.99,31.15,36.01,51.45,657.4,503,576.67,650.44,713.25
2026-06-10,LUMI.ST,244.1,294.33,241.17,282.27,11.1,40.44,53.31,64.98,295.9,243.4,267.75,255.95,224.89
2026-06-10,NDA-SE.ST,173.6,181.47,169.18,171.78,2.36,47.5,54.29,65.91,181.8,167.5,175.33,171.77,171
2026-06-10,SAAB-B.ST,521.3,570.25,483.15,514.65,19.74,42.83,43.68,58.06,585,475.9,526.7,563.98,587.34
2026-06-10,SEB-A.ST,182.45,189.15,177.52,179.57,2.75,49.15,48.87,59.36,190.9,177.5,183.33,181.26,186.88
2026-06-10,SHB-B.ST,223.2,233.45,216.43,219.38,3.46,48.17,50.36,62.22,233.8,213.6,224.94,222.07,226.3
2026-06-10,SWED-A.ST,335.1,349.34,322.3,329.61,4.98,51.95,56.51,68.57,349.8,318.5,335.82,329.23,325.74
2026-06-10,VOLV-B.ST,310.7,330.45,308.18,306.4,7.91,41.63,48.8,56.33,332.4,307.9,319.32,318.91,310.61
