Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-07-08,ABB.ST,996.4,1077.27,951.47,965.9,29.08,47.41,64.35,73.85,1058.5,940.8,1014.37,988.35,835.92
2026-07-08,AZN.ST,1847,1914.95,1627.1,1719.81,52.86,58.73,57.82,60.18,1895.5,1658,1771.03,1740.21,1757.23
2026-07-08,INVE-B.ST,393.1,409.76,374.8,385.78,6.41,52.4,62.93,74.29,407.65,372.9,392.28,381.85,359.79
2026-07-08,LUG.ST,530.4,592.69,495.45,592.65,22.16,43.72,39.56,53.28,607.4,501.2,544.07,577.98,690.84
2026-07-08,LUMI.ST,222.4,272.67,213,252.72,9.97,35.96,47.18,60.5,280.2,219,242.84,252.86,234.7
2026-07-08,NDA-SE.ST,185.3,189.96,173.75,181.24,2.84,59.56,63.1,71.94,189.8,172.35,181.86,176.96,173.57
2026-07-08,SAAB-B.ST,583.9,593.89,456.21,539.97,24.42,65.11,52.75,62.17,630,480.9,525.05,532.86,589.26
2026-07-08,SEB-A.ST,199.5,201.67,184.1,192.37,2.47,68.79,62.14,66.45,201.6,181.5,192.88,186.51,188.37
2026-07-08,SHB-B.ST,233.6,240.98,225.7,230.22,3.36,53.12,55.81,65.1,241.2,221.6,233.34,227.13,229.18
2026-07-08,SWED-A.ST,365,373.16,339.05,353.33,4.79,64.75,67.82,74.39,370.6,333.2,356.11,341.19,334.11
2026-07-08,VOLV-B.ST,335.1,343.43,305.64,319.83,7.46,58.16,58.81,61.77,345,305.3,324.54,321.99,318.18
