Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-09-14,ABB.ST,897.4,-0.29,-7.41,Neutral,Neutral,Neutral,Neutral
2026-09-14,AZN.ST,1598,6.2,-0.78,High,High,Neutral,Neutral
2026-09-14,INVE-B.ST,399.75,-0.13,-4.62,Neutral,Neutral,Neutral,Neutral
2026-09-14,LUG.ST,637,4.3,-13.75,Neutral,Neutral,Neutral,Neutral
2026-09-14,LUMI.ST,226.8,-1.36,-17.19,Neutral,Neutral,Neutral,Neutral
2026-09-14,NDA-SE.ST,198.7,5.77,-1.59,Neutral,Neutral,Neutral,Neutral
2026-09-14,SAAB-B.ST,578.5,5.46,-17.55,Neutral,Neutral,Neutral,Neutral
2026-09-14,SEB-A.ST,228.7,5.72,-0.41,Neutral,Neutral,Neutral,Neutral
2026-09-14,SHB-B.ST,237.8,4.24,-0.32,Neutral,Neutral,Neutral,Neutral
2026-09-14,SWED-A.ST,392.3,7.23,0.32,High,High,Neutral,Neutral
2026-09-14,VOLV-B.ST,334.8,0.03,-5.12,Neutral,Neutral,Neutral,Neutral
