Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-08-20,ABB.ST,952.4,994.26,913.06,994.02,20.06,45.76,55.73,68.71,990.2,897.4,953.66,982.43,891.28
2026-08-20,AZN.ST,1550,1701.02,1422.73,1623.55,45.39,45.46,41.51,48.55,1699,1467,1561.88,1661.45,1732.53
2026-08-20,INVE-B.ST,410.5,428.13,398.95,407.19,4.63,51.81,64.38,80.13,426.8,396.1,413.54,401.46,376.08
2026-08-20,LUG.ST,656.6,671.05,510.39,582.78,26.97,64.68,54.66,60.22,663.6,527.4,590.72,560.61,652.14
2026-08-20,LUMI.ST,240.9,262.45,231.42,225.26,9.92,46.58,51.13,64.41,265.3,231.3,246.93,243.38,245.31
2026-08-20,NDA-SE.ST,188.45,194.31,188.09,186.08,2.26,46.55,62.09,71.59,195.4,187.8,191.2,186.77,177.3
2026-08-20,SAAB-B.ST,672,710.59,568.07,624.97,20.95,67.08,61.31,67.22,702.3,583.3,639.33,575.91,603.75
2026-08-20,SEB-A.ST,218,226.96,215.51,216.09,2.99,52.88,67.17,71.19,228,214.8,221.23,207.51,193.35
2026-08-20,SHB-B.ST,229.6,236.67,227.39,238.98,3.14,44.67,51.46,63.36,237.6,226.6,232.03,232.21,229.88
2026-08-20,SWED-A.ST,372.6,389.73,366.82,370.29,4.89,47.87,63.54,75.17,390.5,365.7,378.27,366.87,346.2
2026-08-20,VOLV-B.ST,339.7,375.25,331.66,357.31,6.21,42.08,55.29,60.17,374.5,336.8,353.46,338.94,329.01
