Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-09-23,ABB.ST,993.2,11.95,-0.03,Neutral,Neutral,Neutral,Neutral
2026-09-23,AZN.ST,1639.5,9.16,-1.38,Neutral,Neutral,Neutral,Neutral
2026-09-23,INVE-B.ST,409.2,3,-1.77,Neutral,Neutral,Neutral,Neutral
2026-09-23,LUG.ST,640.4,4.34,-10.38,Neutral,Neutral,Neutral,Neutral
2026-09-23,LUMI.ST,243,11,-10.4,Neutral,Neutral,Neutral,Neutral
2026-09-23,NDA-SE.ST,200.5,3.28,-1.26,Neutral,Neutral,Neutral,Neutral
2026-09-23,SAAB-B.ST,632,13.35,-2.33,Neutral,Neutral,Neutral,Neutral
2026-09-23,SEB-A.ST,232.4,5.44,-0.68,Neutral,Neutral,Neutral,Neutral
2026-09-23,SHB-B.ST,241.2,4.53,-0.8,Neutral,Neutral,Neutral,Neutral
2026-09-23,SWED-A.ST,408.7,11.73,-1.33,Neutral,High,Neutral,Neutral
2026-09-23,VOLV-B.ST,327.3,0.34,-7.45,High,Neutral,Neutral,Neutral
