Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-03-31,ABB.ST,751.8,816.83,744.27,817.53,22.57,40.48,55.22,65.12,818.2,733.4,780.55,781.38,711.9
2026-03-31,AZN.ST,1854,1857.62,1708.58,1736.52,38.79,61.96,62.03,61.68,1871,1692.5,1783.1,1774.91,1667.27
2026-03-31,INVE-B.ST,354.3,365.71,336.31,362.45,7.76,52.5,58.89,69.79,369.1,326.35,351.01,354.94,325.77
2026-03-31,LUG.ST,713.5,815.92,621.68,784.5,41.07,49.59,51.87,67.37,812.5,596,718.8,733.21,705.65
2026-03-31,LUMI.ST,225,259.75,198.77,251.65,12.22,47.45,57.19,67.18,274,191.5,229.26,236.33,184.12
2026-03-31,NDA-SE.ST,161.05,176.29,155.22,168.36,4.2,39.97,46.62,62.49,173,153.85,165.76,172.11,164.85
2026-03-31,SAAB-B.ST,617.4,714.57,591.73,677.42,26.74,41.76,52.9,69.87,704.4,577,653.15,660.93,576.95
2026-03-31,SEB-A.ST,172.3,192.17,168.48,184.03,4.66,31.04,38.7,55.82,189.45,168.2,180.33,189.22,186.51
2026-03-31,SHB-B.ST,209.4,246.6,204.28,227.54,7.64,34.39,43,59.96,238.8,200,225.44,233.34,221.01
2026-03-31,SWED-A.ST,318.9,350.79,305.63,334.49,10.17,41.46,51.58,67.8,343.9,299.2,328.21,340.52,309.78
2026-03-31,VOLV-B.ST,305.5,346.08,283.09,320.72,9.29,41.6,50.04,56.17,343.5,276.5,314.59,328.71,295.48
