Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-05-18,ABB.ST,968,1012.39,854.11,913.42,22.33,64.82,74.75,76.32,992.8,844.6,933.25,849.82,759.22
2026-05-18,AZN.ST,1719,1850.34,1634.91,1788.88,39.11,43.12,49.18,55.62,1869,1657,1742.63,1785.11,1726.37
2026-05-18,INVE-B.ST,366.2,386.21,360,360.61,7.37,47.14,58.15,70.64,387.05,358,373.11,363.39,342.09
2026-05-18,LUG.ST,598.4,763.15,557.79,682.25,29.9,35.47,42.11,57.82,783.8,586.2,660.47,702.89,723.69
2026-05-18,LUMI.ST,261.2,281.46,223.11,240.84,12.38,54.68,59.88,71.14,283.8,227.7,252.28,243.48,210.94
2026-05-18,NDA-SE.ST,172.3,173.48,167.94,164.07,2.88,55.95,54.73,67.37,175,167.5,170.71,168.61,168.87
2026-05-18,SAAB-B.ST,492.35,620.95,485.82,554.74,20.06,28.95,38.38,55.89,608.3,475.9,553.38,607.62,584.34
2026-05-18,SEB-A.ST,180.55,184.08,176.95,172.96,3.28,50.02,47.56,58.82,186.15,176.9,180.51,180.53,186.61
2026-05-18,SHB-B.ST,220.8,227.09,213.31,210.89,3.93,50.73,49.61,62.14,228.2,213,220.2,222.88,224.76
2026-05-18,SWED-A.ST,327.7,330.5,318.04,313.7,5.79,53.58,54.92,68.94,332.8,311.5,324.27,326.72,320.03
2026-05-18,VOLV-B.ST,313.4,329.59,311.45,306.4,7.19,44.11,50.75,56.88,334.9,310.4,320.52,317.87,304.08
