Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-05-29,ABB.ST,985.2,6.31,-3.4,Neutral,Neutral,Neutral,Neutral
2026-05-29,AZN.ST,1724,3.14,-3.01,Neutral,Neutral,Neutral,Neutral
2026-05-29,INVE-B.ST,378.7,5.22,-2.15,Neutral,Neutral,Neutral,Neutral
2026-05-29,LUG.ST,582,4.93,-11.8,Neutral,Neutral,Neutral,Neutral
2026-05-29,LUMI.ST,279.9,21.99,-1.93,Neutral,Neutral,Neutral,Neutral
2026-05-29,NDA-SE.ST,177.65,7.43,-2.11,Neutral,Neutral,Neutral,Neutral
2026-05-29,SAAB-B.ST,573.3,19.96,-4.15,Neutral,Neutral,Neutral,Neutral
2026-05-29,SEB-A.ST,183.95,4.49,-2.71,Neutral,Neutral,Neutral,Neutral
2026-05-29,SHB-B.ST,227.4,7.65,-2.77,Neutral,Neutral,Neutral,Neutral
2026-05-29,SWED-A.ST,339.3,8.31,-2.84,Neutral,Neutral,Neutral,Neutral
2026-05-29,VOLV-B.ST,325.2,5.4,-1.63,Neutral,Neutral,Neutral,Neutral
