Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-05-20,ABB.ST,957.2,1010.39,872.01,913.42,23.47,60.48,72.47,75.92,992.8,863.8,941.2,856.22,762.72
2026-05-20,AZN.ST,1746.5,1805.52,1657.33,1788.88,38.43,49.16,51.34,56.79,1843,1657,1731.42,1781.73,1728.16
2026-05-20,INVE-B.ST,368.6,382.78,360.38,360.61,7.18,49.83,59.07,71.68,387.05,358,371.58,363.57,342.92
2026-05-20,LUG.ST,587,723.64,560.04,668,29.16,34.77,41.28,56.99,765.6,573.4,641.84,694.92,722.93
2026-05-20,LUMI.ST,255.6,276.97,224.35,240.84,11.63,51.89,58.31,70.53,280.1,227.7,250.66,243.42,212.42
2026-05-20,NDA-SE.ST,173.5,173.97,167.78,164.58,2.75,58.65,55.71,67.88,175,167.5,170.87,168.73,169.15
2026-05-20,SAAB-B.ST,522.7,610.98,480.94,554.74,21.35,40.2,42.87,58.89,593.9,475.9,545.96,602.52,583.95
2026-05-20,SEB-A.ST,181,183.2,177.36,172.96,3.21,50.92,48,59.11,185.45,176.9,180.28,180.38,186.59
2026-05-20,SHB-B.ST,223.4,226.8,213.42,211.19,3.8,54.71,51.18,63.02,228.2,213,220.11,222.36,224.91
2026-05-20,SWED-A.ST,332.3,331.49,317.48,314.2,5.91,59.09,57.19,69.79,332.6,311.5,324.49,326.48,320.64
2026-05-20,VOLV-B.ST,310.8,329.03,309,306.4,6.96,42.24,49.64,56.26,334.9,307.9,319.02,316.78,304.62
