Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-09-18,ABB.ST,962.8,6.82,0.1,Neutral,Neutral,Neutral,Neutral
2026-09-18,AZN.ST,1641,8.17,1.06,Neutral,Neutral,Neutral,Neutral
2026-09-18,INVE-B.ST,404.55,1.96,-3.52,Neutral,Neutral,Neutral,Neutral
2026-09-18,LUG.ST,636.6,2.52,-13.21,Neutral,Neutral,Neutral,Neutral
2026-09-18,LUMI.ST,232,5.04,-16.46,Neutral,Neutral,Neutral,Neutral
2026-09-18,NDA-SE.ST,198.4,3.75,-1.88,High,High,Neutral,Neutral
2026-09-18,SAAB-B.ST,605,9.59,-8.69,Neutral,Neutral,Neutral,Neutral
2026-09-18,SEB-A.ST,227.6,4.19,-1.39,Neutral,Neutral,Neutral,Neutral
2026-09-18,SHB-B.ST,239.8,4.66,-0.18,Neutral,Neutral,Neutral,Neutral
2026-09-18,SWED-A.ST,401.4,10.09,0.39,Neutral,Neutral,Neutral,Neutral
2026-09-18,VOLV-B.ST,332.2,0.54,-6.57,Neutral,Neutral,Neutral,Neutral
