Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-04-24,ABB.ST,906.2,25.77,-3.28,Neutral,Neutral,Neutral,Neutral
2026-04-24,AZN.ST,1759.5,0.24,-8.91,Neutral,Neutral,Neutral,Neutral
2026-04-24,INVE-B.ST,374.3,9.08,-4.96,Neutral,Neutral,Neutral,Neutral
2026-04-24,LUG.ST,687.6,4.05,-14.63,Neutral,Neutral,Neutral,Neutral
2026-04-24,LUMI.ST,250.8,18.58,-12.54,Neutral,Neutral,Neutral,Neutral
2026-04-24,NDA-SE.ST,169.75,8.55,-5.47,Neutral,Neutral,Neutral,Neutral
2026-04-24,SAAB-B.ST,571.5,2.11,-12.87,Neutral,Neutral,Neutral,Neutral
2026-04-24,SEB-A.ST,178.9,5.66,-5.38,Neutral,Neutral,Neutral,Neutral
2026-04-24,SHB-B.ST,219.4,6.95,-6.42,Neutral,Neutral,Neutral,Neutral
2026-04-24,SWED-A.ST,320.4,4.27,-6.32,Neutral,Neutral,Neutral,Neutral
2026-04-24,VOLV-B.ST,320.7,7.69,-4.18,Neutral,Neutral,Neutral,Neutral
