Date,Ticker,entry,target,stopLoss,shares,AdxD,PdiD,MdiD,adxAndDmiSigmal,RSITrend,PriceTrend
2026-05-18,ABB.ST,978.4,1045.39,933.74,4,47.62,20.53,16.6,SELL,WAIT FOR VOLUME,Strong Uptrend
2026-05-18,AZN.ST,1717.17,1834.49,1638.95,2,33.55,14.16,27.85,SELL,WAIT FOR SETUP,Mixed
2026-05-18,INVE-B.ST,365.42,387.52,350.68,13,26.83,11.04,29.87,SELL,ACCUMULATE (BUY DIP),Mixed
2026-05-18,LUG.ST,600.8,690.5,541,3,37.96,14.06,41.97,ACCUMULATE,WAIT FOR SETUP,Mixed
2026-05-18,LUMI.ST,263.63,300.77,238.88,8,40.66,29.1,23.31,SELL,WAIT FOR SETUP,Strong Uptrend
2026-05-18,NDA-SE.ST,171.52,180.14,165.77,34,18.12,31.85,14.86,,WAIT FOR VOLUME,Mixed
2026-05-18,SAAB-B.ST,490.58,550.75,450.47,4,61.63,4.23,45.82,SELL,WAIT FOR SETUP,Mixed
2026-05-18,SEB-A.ST,180.23,190.07,173.68,30,20.17,22.29,14.43,BUY,WAIT FOR SETUP,Mixed
2026-05-18,SHB-B.ST,220.13,231.92,212.28,25,30.6,32.69,14.53,BUY,STAY IN CASH,Mixed
2026-05-18,SWED-A.ST,326.67,344.02,315.1,17,33.02,23.93,15.9,SELL,WAIT FOR SETUP,Mixed
2026-05-18,VOLV-B.ST,314.63,336.19,300.26,13,24.44,13.15,32.1,SELL,WAIT FOR SETUP,Mixed
