Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-07-02,ABB.ST,1021,8.54,-4.79,Neutral,Neutral,Neutral,Neutral
2026-07-02,AZN.ST,1881,15.82,0.56,High,High,Neutral,Neutral
2026-07-02,INVE-B.ST,402.85,8.58,-0.62,High,Neutral,Neutral,Neutral
2026-07-02,LUG.ST,553,12.24,-7.53,Neutral,Neutral,Neutral,Neutral
2026-07-02,LUMI.ST,234.8,8.75,-17.21,Neutral,Neutral,Neutral,Neutral
2026-07-02,NDA-SE.ST,186.25,8.15,-0.19,Neutral,High,Neutral,Neutral
2026-07-02,SAAB-B.ST,564.2,18.3,2.44,High,High,Neutral,Neutral
2026-07-02,SEB-A.ST,195.55,8.26,-1.6,High,Neutral,Neutral,Neutral
2026-07-02,SHB-B.ST,236.4,6.95,-1.54,Neutral,Neutral,Neutral,Neutral
2026-07-02,SWED-A.ST,363.4,10.16,-1.67,Neutral,Neutral,Neutral,Neutral
2026-07-02,VOLV-B.ST,332.3,7.58,-0.4,High,High,Neutral,Neutral
