Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-08-26,ABB.ST,936.4,1.79,-5.26,Neutral,Neutral,Neutral,Neutral
2026-08-26,AZN.ST,1595,9.7,-2.42,Neutral,Neutral,Neutral,Neutral
2026-08-26,INVE-B.ST,416.15,2.62,-2.32,Neutral,Neutral,Neutral,Neutral
2026-08-26,LUG.ST,725.6,42.45,-1.8,Neutral,Neutral,Neutral,Neutral
2026-08-26,LUMI.ST,268.7,16.08,-0.48,Neutral,Neutral,Neutral,Neutral
2026-08-26,NDA-SE.ST,194.35,3.1,-0.13,Neutral,Neutral,Neutral,Neutral
2026-08-26,SAAB-B.ST,625.6,6.56,-11.5,Neutral,Neutral,Neutral,Neutral
2026-08-26,SEB-A.ST,222.3,2.51,-1.96,Neutral,Neutral,Neutral,Neutral
2026-08-26,SHB-B.ST,231.4,1.26,-2.08,Neutral,Neutral,Neutral,Neutral
2026-08-26,SWED-A.ST,374,1.79,-4.07,Neutral,Neutral,Neutral,Neutral
2026-08-26,VOLV-B.ST,352.5,6.77,-5.61,Neutral,Neutral,Neutral,Neutral
