Date,Ticker,entry,target,stopLoss,shares,AdxD,PdiD,MdiD,adxAndDmiSigmal,RSITrend,PriceTrend
2026-05-12,ABB.ST,984.93,1059.12,935.48,4,75.78,41.97,6.05,SELL,WAIT FOR VOLUME,Strong Uptrend
2026-05-12,AZN.ST,1683,1798.18,1606.21,2,46.5,18.55,30.62,SELL,WAIT FOR SETUP,Mixed
2026-05-12,INVE-B.ST,366.73,387.43,352.93,14,24.88,19.94,29.51,SELL,ACCUMULATE (BUY DIP),Mixed
2026-05-12,LUG.ST,651.33,729.25,599.39,3,37.33,30.37,19.19,SELL,WAIT FOR SETUP,Mixed
2026-05-12,LUMI.ST,257.97,288.42,237.67,9,48.55,32.63,9.57,,WAIT FOR VOLUME,Strong Uptrend
2026-05-12,NDA-SE.ST,168.9,177.09,163.44,36,18.94,23.28,35.27,SELL,ACCUMULATE (BUY DIP),Mixed
2026-05-12,SAAB-B.ST,521.8,585.16,479.56,4,42.16,9.19,41.96,SELL,WAIT FOR SETUP,Mixed
2026-05-12,SEB-A.ST,180.05,189.26,173.91,32,24.78,23.85,22.66,SELL,WAIT FOR SETUP,Mixed
2026-05-12,SHB-B.ST,215.13,226.92,207.28,25,32.69,10.34,33.07,SELL,WAIT FOR SETUP,Mixed
2026-05-12,SWED-A.ST,322.27,338.7,311.31,18,31.61,13.16,24.91,SELL,WAIT FOR SETUP,Mixed
2026-05-12,VOLV-B.ST,321.47,342.53,307.42,14,22.08,25.71,23.68,SELL,WAIT FOR SETUP,Strong Uptrend
