Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-05-05,ABB.ST,937.6,957.65,793.27,867.99,21.81,73.71,75.31,75.15,941,769.4,875.46,825.4,743.32
2026-05-05,AZN.ST,1676,1948.86,1670.49,1804.65,36.71,28.94,45.68,53.68,1925.5,1675.5,1809.67,1810.36,1715.03
2026-05-05,INVE-B.ST,370.4,387.29,360.22,360.61,6.7,51.51,60.61,72.48,387.05,353.95,373.76,363.44,338.14
2026-05-05,LUG.ST,603.2,831.08,592.46,679.93,24.63,30.67,42.51,58.18,790.4,594.2,711.77,728.54,722.36
2026-05-05,LUMI.ST,232.2,281.1,223.21,260.4,9.92,42.36,54.3,67.21,283.8,227.7,252.15,246.45,204.46
2026-05-05,NDA-SE.ST,171.1,175.45,167.1,163.96,2.67,52.15,53.71,66.41,175.95,164.2,171.28,169.58,168.04
2026-05-05,SAAB-B.ST,576,639.76,542.43,624.24,19.96,42.35,47.62,64.14,659.4,543.5,591.09,628.29,586.79
2026-05-05,SEB-A.ST,179.9,186.36,175.97,172.96,3.03,47.86,46.73,58.4,187,174.7,181.17,182.51,186.83
2026-05-05,SHB-B.ST,219.2,229.48,216.54,210.89,3.64,44.08,48.28,61.49,229.6,215.2,223.01,226.56,224.39
2026-05-05,SWED-A.ST,326.3,338.25,315.41,313.7,5.82,49.98,54.04,68.67,339.2,311.5,326.83,330.33,317.84
2026-05-05,VOLV-B.ST,315.5,330.36,309.85,297.72,6.88,47.41,52.14,57.39,332.6,306.6,320.11,322.02,301.42
