Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-03-18,ABB.ST,810.2,845.79,769.21,818.26,23.83,56.16,66.21,73.86,845.4,738,807.5,769.18,704.41
2026-03-18,AZN.ST,1796,1901.54,1751.76,1766.85,35.21,49.29,59.48,58.59,1904,1725,1826.65,1768.66,1652.58
2026-03-18,INVE-B.ST,356.3,378.39,346.01,371.56,9.13,48.62,61.26,69.93,378.55,341.05,362.2,354.45,322.8
2026-03-18,LUG.ST,730.5,847.27,692.83,852.61,42.93,45.33,53.05,68.69,916.5,694.5,770.05,754.89,698.23
2026-03-18,LUMI.ST,233,298.53,212.33,270.67,14.24,45.15,61.04,69.49,301.8,215.8,255.43,237.88,177.66
2026-03-18,NDA-SE.ST,172.55,180.66,164.11,176.88,4.24,50.61,55.78,74.76,180.35,161.65,172.39,174.97,164.24
2026-03-18,SAAB-B.ST,701.4,702.02,629.04,614.19,30.92,61.09,65.99,76.89,710,627.4,665.53,673.39,570.08
2026-03-18,SEB-A.ST,187.1,197.88,179.21,193.95,4.28,46.53,50.19,66.5,197.85,179.45,188.55,193.71,186.79
2026-03-18,SHB-B.ST,234.4,245.94,227.02,247.91,6.17,48.59,56.25,71.29,247.6,225.8,236.48,236.88,220.32
2026-03-18,SWED-A.ST,341.7,354.03,327.37,353.9,8.68,51.8,63.68,78.19,353.1,323.2,340.7,343.6,307.09
2026-03-18,VOLV-B.ST,316.6,360.96,312.74,340.19,8.96,36.94,54.29,59.53,353.9,314.7,336.85,330.61,295.23
