Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-03-05,ABB.ST,803,2.62,-4.93,Neutral,Neutral,Neutral,Neutral
2026-03-05,AZN.ST,1859.5,7.77,-4.32,Neutral,Neutral,Neutral,Neutral
2026-03-05,INVE-B.ST,367.35,3.17,-2.31,Neutral,Neutral,Neutral,Neutral
2026-03-05,LUG.ST,804.5,26.09,-6.12,Neutral,Neutral,Neutral,Neutral
2026-03-05,LUMI.ST,263.8,32.3,-12.88,Neutral,Neutral,Neutral,Neutral
2026-03-05,NDA-SE.ST,172.5,1.73,-5.09,Neutral,Neutral,Neutral,Neutral
2026-03-05,SAAB-B.ST,660.8,5.92,-2.45,Neutral,Neutral,Neutral,Neutral
2026-03-05,SEB-A.ST,186.5,0.82,-6.67,Neutral,Neutral,Neutral,Neutral
2026-03-05,SHB-B.ST,237.2,1.69,-3.84,Neutral,Neutral,Neutral,Neutral
2026-03-05,SWED-A.ST,340.1,1.09,-5.08,Neutral,Neutral,Neutral,Neutral
2026-03-05,VOLV-B.ST,340.9,1.42,-4.05,Neutral,Neutral,Neutral,Neutral
