Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-09-11,ABB.ST,929.6,972,904.2,971.73,21.01,46.04,52.11,67.4,984.4,903.6,938.1,956.44,913.34
2026-09-11,AZN.ST,1553.5,1611.6,1493.3,1621.81,33,47.59,42.12,49.27,1612,1470.5,1552.45,1602.31,1720.04
2026-09-11,INVE-B.ST,403.5,418.51,402.24,417.34,4.6,40.09,58.37,75.38,419.55,401.35,410.38,407.82,383.09
2026-09-11,LUG.ST,649.8,740.48,605.9,723.57,23.63,49.64,52.04,59.42,730,599,673.19,603.96,643.71
2026-09-11,LUMI.ST,242.8,271.38,234.58,242.23,10.41,44.5,50.41,63.06,272.9,235.5,252.98,246.41,248.16
2026-09-11,NDA-SE.ST,200.1,201.41,187.68,192.07,2.68,67.56,73.02,76.75,200.8,187.8,194.54,191.66,179.3
2026-09-11,SAAB-B.ST,580.8,708.8,553.75,626.35,15.89,33.72,49.17,59.93,702.3,566.4,631.28,608.64,594.76
2026-09-11,SEB-A.ST,227.5,228.7,216.63,218.82,2.87,64.37,72.99,74.74,228.2,216.2,222.67,217.83,196.02
2026-09-11,SHB-B.ST,236.2,237.88,228.38,238.98,3.1,57.52,56.56,65.28,237.6,227.6,233.13,232.61,229.6
2026-09-11,SWED-A.ST,388.6,389.13,366.75,372.32,5.31,65.33,69.84,77.35,389.6,366.2,377.94,374.91,349.43
2026-09-11,VOLV-B.ST,339.6,352.39,335.65,357.28,6.74,43.02,53.76,59.21,354.4,334.2,344.02,347.11,331.63
