Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-05-25,ABB.ST,1003.5,1020.27,891.86,936.93,23.54,69.06,79.62,77.55,1009,891.4,956.06,868.77,768.73
2026-05-25,AZN.ST,1762.5,1777.17,1672.83,1788.88,36.14,52.25,52.57,57.37,1788,1657,1725,1779.99,1730.95
2026-05-25,INVE-B.ST,385.2,382.47,360.73,364.81,6.75,64.74,64.6,75.26,385.35,358,371.6,365.12,344.47
2026-05-25,LUG.ST,589,683.64,562.36,660.45,26.53,37.02,41.66,57.13,697.2,573.4,623,683.7,721.74
2026-05-25,LUMI.ST,263.8,278.13,224.2,240.84,11.74,55.61,60.16,71.42,280.1,227.7,251.16,244.84,214.73
2026-05-25,NDA-SE.ST,180.15,178.37,165.63,171.01,2.81,70.52,60.57,70.42,180.15,167.5,172,169.41,169.65
2026-05-25,SAAB-B.ST,537,600.26,479.04,554.74,19.89,45.23,44.84,60.42,593.3,475.9,539.65,594.23,584.06
2026-05-25,SEB-A.ST,190.2,187.56,175.12,179.46,3.13,67.94,55.82,62.97,190.25,176.9,181.34,180.58,186.7
2026-05-25,SHB-B.ST,233.4,231.7,211.08,219.34,3.96,66.94,56.54,65.31,233.6,213,221.39,222.26,225.32
2026-05-25,SWED-A.ST,348.5,343.89,310.9,329.35,5.4,72.6,63.75,72.44,348.5,311.5,327.4,327.15,321.81
2026-05-25,VOLV-B.ST,323.2,329.27,308.55,306.4,7.09,54.96,54.91,59.02,334.9,307.9,318.91,316.16,305.64
