Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-06-12,ABB.ST,964.8,1025.84,940.38,1022.97,24.59,49.89,71.03,74.37,1022.5,939.8,983.11,926.52,795.57
2026-06-12,AZN.ST,1694,1786.84,1660.61,1629.52,38.64,43.1,47.12,54.51,1775.5,1601.5,1723.72,1764.06,1743.83
2026-06-12,INVE-B.ST,379.1,388.06,368.84,365.31,5.88,53.72,62.17,74.44,387.85,358,378.45,374.12,350.79
2026-06-12,LUG.ST,540.6,618.38,517.88,589.41,25.25,39.74,38.36,53.78,613,501.2,568.13,644.92,711.89
2026-06-12,LUMI.ST,256.5,293.04,238.7,281.84,11.32,47.21,56.48,67.77,295.9,241.6,265.87,257.4,226.24
2026-06-12,NDA-SE.ST,178,180.38,171.82,171.78,2.5,60.51,58.58,69.39,181.8,168.6,176.1,172.52,171.18
2026-06-12,SAAB-B.ST,521.6,565.96,496.32,514.65,21.48,43.74,43.71,58.09,585,475.9,531.14,561.32,587.53
2026-06-12,SEB-A.ST,188.9,189.33,179.08,179.57,2.97,61.58,54.94,62.73,190.9,177.5,184.2,181.91,186.94
2026-06-12,SHB-B.ST,230,232.31,219.93,219.38,3.6,60.26,54.48,64.96,233.8,216,226.12,222.93,226.55
2026-06-12,SWED-A.ST,347.9,348.64,327.75,329.61,5.36,65.77,62.14,72.25,349.8,322.1,338.2,330.54,326.48
2026-06-12,VOLV-B.ST,315.1,331.28,305.9,333.61,8.51,46.91,50.73,57.4,332.4,305.3,318.59,319.32,311.26
