Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-06-03,ABB.ST,1016.5,7.13,-0.4,Neutral,Neutral,Neutral,Neutral
2026-06-03,AZN.ST,1657.5,0.41,-7.08,High,High,High,High
2026-06-03,INVE-B.ST,379.3,4.89,-2.49,Neutral,Neutral,Neutral,Neutral
2026-06-03,LUG.ST,584.4,5.58,-11.01,Neutral,Neutral,Neutral,Neutral
2026-06-03,LUMI.ST,288.2,20.34,-1.28,Neutral,Neutral,Neutral,Neutral
2026-06-03,NDA-SE.ST,175.4,5.47,-3.58,Neutral,Neutral,Neutral,Neutral
2026-06-03,SAAB-B.ST,517.5,8.36,-11.56,Neutral,Neutral,Neutral,Neutral
2026-06-03,SEB-A.ST,180.95,2.36,-4.27,Neutral,Neutral,Neutral,Neutral
2026-06-03,SHB-B.ST,223.8,5.62,-4.64,Neutral,Neutral,Neutral,Neutral
2026-06-03,SWED-A.ST,332.9,5.32,-4.93,Neutral,Neutral,Neutral,Neutral
2026-06-03,VOLV-B.ST,327.8,6.16,-1.36,Neutral,Neutral,Neutral,Neutral
