Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-05-22,ABB.ST,996.2,11.95,-1.73,Neutral,Neutral,Neutral,Neutral
2026-05-22,AZN.ST,1761,5.69,-1.55,Neutral,Neutral,Neutral,Neutral
2026-05-22,INVE-B.ST,380.45,5.22,-0.17,Neutral,Neutral,Neutral,Neutral
2026-05-22,LUG.ST,585.2,4.08,-15.79,Neutral,Neutral,Neutral,Neutral
2026-05-22,LUMI.ST,260.2,16,-6.26,Neutral,Neutral,Neutral,Neutral
2026-05-22,NDA-SE.ST,178.2,7.15,0.81,Neutral,Neutral,Neutral,Neutral
2026-05-22,SAAB-B.ST,535.9,11.95,-11.59,Neutral,Neutral,Neutral,Neutral
2026-05-22,SEB-A.ST,187.25,6.37,0.86,Neutral,Neutral,Neutral,Neutral
2026-05-22,SHB-B.ST,230.4,8.74,0.29,Neutral,Neutral,Neutral,Neutral
2026-05-22,SWED-A.ST,343.8,9.95,1.24,Neutral,Neutral,Neutral,Neutral
2026-05-22,VOLV-B.ST,314.6,2.01,-4.32,Neutral,Neutral,Neutral,Neutral
