Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-05-08,ABB.ST,974,19.55,-1.21,Neutral,Neutral,Neutral,Neutral
2026-05-08,AZN.ST,1677,2.42,-12.72,Neutral,Neutral,Neutral,Neutral
2026-05-08,INVE-B.ST,368.85,1.16,-4.38,Neutral,Neutral,Neutral,Neutral
2026-05-08,LUG.ST,658.2,14.58,-19.39,Neutral,Neutral,Neutral,Neutral
2026-05-08,LUMI.ST,252.6,12.66,-10.03,Neutral,Neutral,Neutral,Neutral
2026-05-08,NDA-SE.ST,169.25,0.41,-3.09,Neutral,Neutral,Neutral,Neutral
2026-05-08,SAAB-B.ST,543,0.89,-13.17,Neutral,Neutral,Neutral,Neutral
2026-05-08,SEB-A.ST,180.55,1.92,-2.94,Neutral,Neutral,Neutral,Neutral
2026-05-08,SHB-B.ST,215.2,-0.15,-6.34,Neutral,Neutral,Neutral,Neutral
2026-05-08,SWED-A.ST,324.3,2.48,-4.04,Neutral,Neutral,Neutral,Neutral
2026-05-08,VOLV-B.ST,323.6,3.58,-1.9,Neutral,Neutral,Neutral,Neutral
