Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-04-16,ABB.ST,851.4,17.92,-1.97,Neutral,Neutral,Neutral,Neutral
2026-04-16,AZN.ST,1839.5,8.44,-5.52,Neutral,Neutral,Neutral,Neutral
2026-04-16,INVE-B.ST,375.7,13.65,-2.11,Neutral,Neutral,Neutral,Neutral
2026-04-16,LUG.ST,746.8,19.26,-7.22,Neutral,Neutral,Neutral,Neutral
2026-04-16,LUMI.ST,274.4,43.19,-1.96,Neutral,Neutral,Neutral,Neutral
2026-04-16,NDA-SE.ST,173,12.26,-3.04,Neutral,Neutral,Neutral,Neutral
2026-04-16,SAAB-B.ST,612.2,5.15,-9.84,Neutral,Neutral,Neutral,Neutral
2026-04-16,SEB-A.ST,184.1,9.52,-2.43,Neutral,Neutral,Neutral,Neutral
2026-04-16,SHB-B.ST,226.8,10.89,-4,Neutral,Neutral,Neutral,Neutral
2026-04-16,SWED-A.ST,333.6,9.77,-3.56,Neutral,Neutral,Neutral,Neutral
2026-04-16,VOLV-B.ST,315.6,10.12,-5.15,Neutral,Neutral,Neutral,Neutral
