Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-06-05,ABB.ST,990.2,1022.97,952.15,948.32,23.52,57.28,77.11,77.25,1022.5,939.8,987.56,906.93,786.95
2026-06-05,AZN.ST,1738,1784.86,1655.24,1739.55,34.5,51.7,50.67,56.41,1775.5,1601.5,1720.05,1769.33,1738.34
2026-06-05,INVE-B.ST,380.5,389.62,361.72,365.31,5.48,55.74,63.05,75.1,387.85,358,375.67,370.98,348.71
2026-06-05,LUG.ST,566.4,646.1,551.12,634.55,19.7,36.51,40.25,55.61,669.4,556,598.61,660.8,715.84
2026-06-05,LUMI.ST,273.3,294.04,243.79,257.92,10.49,53.68,61.23,71.96,295.9,246.4,268.92,254.1,222.92
2026-06-05,NDA-SE.ST,175.55,182.13,167,171.78,2.44,54.1,56.43,67.57,181.8,167.5,174.57,170.81,170.73
2026-06-05,SAAB-B.ST,529,570.9,482.23,514.65,20.23,44.97,44.49,58.89,585,475.9,526.57,570.16,587.09
2026-06-05,SEB-A.ST,184.95,189.18,176.84,179.57,2.92,54.59,51.35,61.04,190.9,177.5,183.01,180.71,186.86
2026-06-05,SHB-B.ST,224.4,234.75,212.97,219.38,3.76,50,51.15,62.71,233.8,213,223.86,221.76,226.04
2026-06-05,SWED-A.ST,336.2,350.46,317.66,329.61,5.19,53.44,57.2,69.01,349.8,318.5,334.06,327.87,324.83
2026-06-05,VOLV-B.ST,323.3,330.78,309.41,306.4,7.29,52.25,54.69,59.52,332.4,307.9,320.09,317.96,309.49
