Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-09-03,ABB.ST,911,0.46,-7.86,Neutral,Neutral,Neutral,Neutral
2026-09-03,AZN.ST,1569.5,5.86,-2.63,Neutral,Neutral,Neutral,Neutral
2026-09-03,INVE-B.ST,410.1,1.18,-2.97,Neutral,Neutral,Neutral,Neutral
2026-09-03,LUG.ST,696.2,19.08,-6.25,Neutral,Neutral,Neutral,Neutral
2026-09-03,LUMI.ST,247.7,4.85,-8.45,Neutral,Neutral,Neutral,Neutral
2026-09-03,NDA-SE.ST,198.75,6.11,0.4,Neutral,Neutral,Neutral,Neutral
2026-09-03,SAAB-B.ST,597,0.09,-15.26,Neutral,Neutral,Neutral,Neutral
2026-09-03,SEB-A.ST,225.7,3.87,-0.08,Neutral,Neutral,Neutral,Neutral
2026-09-03,SHB-B.ST,234.2,2.25,-0.58,Neutral,Neutral,Neutral,Neutral
2026-09-03,SWED-A.ST,382,3.7,-0.73,Neutral,Neutral,Neutral,Neutral
2026-09-03,VOLV-B.ST,347.6,3.7,-2.27,High,High,Neutral,Neutral
