Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-06-17,ABB.ST,1012.5,6.81,-1.5,Neutral,High,Neutral,Neutral
2026-06-17,AZN.ST,1693.5,2.9,-5.04,Neutral,Neutral,Neutral,Neutral
2026-06-17,INVE-B.ST,386.25,3,-0.07,Neutral,Neutral,Neutral,Neutral
2026-06-17,LUG.ST,601.2,16.08,-2.57,Neutral,Neutral,Neutral,Neutral
2026-06-17,LUMI.ST,269.7,11.75,-8.26,Neutral,Neutral,Neutral,Neutral
2026-06-17,NDA-SE.ST,181.1,4.87,-0.18,Neutral,Neutral,Neutral,Neutral
2026-06-17,SAAB-B.ST,509.3,2.8,-9.95,Neutral,Neutral,Neutral,Neutral
2026-06-17,SEB-A.ST,193.2,8.36,-0.1,Neutral,Neutral,High,High
2026-06-17,SHB-B.ST,232.6,5.39,-0.59,Neutral,Neutral,Neutral,Neutral
2026-06-17,SWED-A.ST,352.7,6.96,0.25,High,High,Neutral,Neutral
2026-06-17,VOLV-B.ST,319,3.49,-3.67,Neutral,Neutral,Neutral,Neutral
